CustomerID,Gender,Age,Annual Income ($),Spending Score (1-100),Profession,Work Experience,Family Size
6269,Female,71,11269,41,Doctor,1,6
6270,Male,23,11270,50,Entertainment,4,5
6271,Female,0,11271,81,Entertainment,1,6
6272,Female,2,11272,87,Healthcare,0,4
6273,Female,72,11273,4,Artist,1,4
6274,Male,18,11274,84,Doctor,0,4
6275,Male,11,11275,59,Engineer,6,4
6276,Female,95,11276,30,Artist,1,7
6277,Male,20,11277,88,Engineer,0,4
6278,Female,58,11278,70,Healthcare,1,7
6279,Female,67,11279,36,Healthcare,0,2
6280,Male,43,11280,18,Healthcare,9,6
6281,Male,36,11281,19,Artist,0,6
6282,Male,2,11282,43,Executive,8,4
6283,Female,35,11283,48,Engineer,0,7
6284,Female,81,11284,81,Entertainment,3,4
6285,Male,84,11285,76,Artist,0,3
6286,Female,18,11286,13,Entertainment,0,2
6287,Female,54,11287,4,Homemaker,8,4
6288,Female,98,11288,81,Artist,12,7
6289,Female,75,11289,42,Executive,9,4
6290,Female,98,11290,23,Artist,0,4
6291,Male,94,11291,25,Entertainment,0,2
6292,Male,24,11292,63,Artist,5,3
6293,Female,47,11293,89,Artist,6,2
6294,Female,40,11294,55,Engineer,1,4
6295,Male,68,11295,4,Artist,9,1
6296,Female,18,11296,74,Artist,2,2
6297,Female,83,11297,82,Healthcare,0,6
6298,Male,34,11298,46,Lawyer,1,3
6299,Male,81,11299,56,Artist,10,5
6300,Female,61,11300,43,Artist,1,3
6301,Female,77,11301,61,Healthcare,5,3
6302,Male,52,11302,20,Doctor,1,6
6303,Male,40,11303,11,Doctor,1,6
6304,Male,93,11304,26,Artist,8,6
6305,Female,45,11305,96,Healthcare,1,2
6306,Female,83,11306,3,Artist,1,1
6307,Male,23,11307,25,Lawyer,0,7
6308,Male,15,11308,92,Healthcare,0,7
6309,Male,79,11309,20,Entertainment,6,6
6310,Male,80,11310,79,Doctor,1,5
6311,Female,35,11311,15,Entertainment,0,4
6312,Female,39,11312,78,Healthcare,2,5
6313,Male,4,11313,28,Entertainment,0,4
6314,Female,83,11314,93,Healthcare,4,7
6315,Female,94,11315,39,Healthcare,0,4
6316,Female,33,11316,17,,1,2
6317,Female,12,11317,96,Artist,10,5
6318,Female,77,11318,13,Lawyer,1,2
6319,Female,48,11319,69,Doctor,8,4
6320,Male,97,11320,58,Artist,4,5
6321,Female,28,11321,91,Artist,4,7
6322,Female,99,11322,74,Marketing,7,2
6323,Male,27,11323,31,Artist,9,3
6324,Female,95,11324,84,Lawyer,6,2
6325,Female,6,11325,83,Artist,6,2
6326,Male,18,11326,49,Executive,6,5
6327,Male,42,11327,89,Artist,6,4
6328,Male,50,11328,41,Artist,9,7
6329,Male,86,11329,7,Homemaker,5,5
6330,Male,69,11330,49,Lawyer,5,4
6331,Male,23,11331,76,Artist,10,3
6332,Female,82,11332,46,Healthcare,7,1
6333,Female,97,11333,58,Artist,7,4
6334,Male,42,11334,64,,7,6
6335,Female,75,11335,5,Doctor,5,5
6336,Female,14,11336,9,Healthcare,8,1
6337,Male,3,11337,30,Doctor,8,1
6338,Male,16,11338,82,Healthcare,6,2
6339,Female,45,11339,36,Entertainment,5,2
6340,Female,23,11340,56,Artist,1,5
6341,Male,38,11341,62,Executive,9,3
6342,Female,45,11342,96,Artist,0,5
6343,Female,82,11343,92,Artist,1,1
6344,Male,73,11344,44,Entertainment,3,1
6345,Male,36,11345,41,Entertainment,1,7
6346,Male,13,11346,81,Healthcare,1,4
6347,Female,96,11347,100,Healthcare,8,1
6348,Female,83,11348,3,Healthcare,0,4
6349,Male,33,11349,75,Artist,0,4
6350,Male,68,11350,60,Engineer,1,5
6351,Male,88,11351,34,Lawyer,0,1
6352,Female,87,11352,12,Doctor,1,6
6353,Female,88,11353,80,Artist,6,6
6354,Female,43,11354,67,Marketing,1,7
6355,Female,64,11355,92,Artist,10,6
6356,Male,96,11356,42,Entertainment,1,6
6357,Female,72,11357,70,Doctor,1,7
6358,Male,48,11358,27,Artist,2,7
6359,Female,64,11359,11,Artist,1,6
6360,Female,8,11360,81,Doctor,0,2
6361,Female,52,11361,70,Engineer,1,7
6362,Male,3,11362,39,Healthcare,1,2
6363,Female,44,11363,62,Artist,4,1
6364,Male,14,11364,14,Healthcare,8,4
6365,Female,50,11365,45,Doctor,1,2
6366,Male,53,11366,1,Healthcare,1,2
6367,Female,31,11367,100,Lawyer,0,3
6368,Female,31,11368,94,Engineer,4,3
6369,Male,97,11369,42,Doctor,4,7
6370,Male,27,11370,66,Lawyer,4,6
6371,Male,2,11371,99,Lawyer,6,5
6372,Male,81,11372,60,Artist,7,6
6373,Male,64,11373,73,Artist,10,5
6374,Female,11,11374,59,Lawyer,10,2
6375,Female,78,11375,67,Healthcare,7,7
6376,Male,72,11376,39,Engineer,8,1
6377,Male,36,11377,84,Doctor,5,7
6378,Male,97,11378,67,Artist,5,5
6379,Male,88,11379,18,Artist,7,3
6380,Female,21,11380,91,Artist,7,5
6381,Female,62,11381,88,Artist,5,4
6382,Male,73,11382,57,Entertainment,10,5
6383,Female,34,11383,4,Marketing,4,6
6384,Female,50,11384,72,,5,1
6385,Male,39,11385,19,Artist,5,4
6386,Female,82,11386,47,Lawyer,8,2
6387,Male,39,11387,1,Lawyer,4,6
6388,Female,13,11388,49,Artist,6,7
6389,Female,68,11389,87,Healthcare,5,3
6390,Female,77,11390,50,Healthcare,6,6
6391,Female,35,11391,30,Doctor,10,1
6392,Male,5,11392,43,Healthcare,0,6
6393,Female,47,11393,58,Engineer,1,1
6394,Female,48,11394,93,Artist,7,2
6395,Female,34,11395,40,Artist,0,5
6396,Female,20,11396,91,Healthcare,1,1
6397,Male,61,11397,94,Healthcare,10,1
6398,Male,16,11398,68,Artist,9,6
6399,Male,2,11399,95,Executive,1,2
6400,Female,52,11400,95,Executive,10,1
6401,Male,99,11401,20,Healthcare,1,4
6402,Female,84,11402,62,Entertainment,0,6
6403,Female,58,11403,94,Engineer,4,2
6404,Female,91,11404,57,Doctor,0,2
6405,Female,1,11405,92,Doctor,0,2
6406,Female,67,11406,94,Engineer,1,7
6407,Male,56,11407,87,Artist,0,2
6408,Female,62,11408,53,Entertainment,1,7
6409,Female,12,11409,52,Doctor,0,6
6410,Female,38,11410,24,Executive,9,7
6411,Female,51,11411,83,Executive,1,5
6412,Male,20,11412,73,Artist,1,1
6413,Male,43,11413,31,Entertainment,1,2
6414,Male,93,11414,90,Engineer,0,6
6415,Female,54,11415,30,Healthcare,0,3
6416,Male,23,11416,74,Healthcare,7,7
6417,Female,1,11417,27,,3,4
6418,Female,64,11418,90,Healthcare,8,3
6419,Female,55,11419,30,Engineer,5,5
6420,Female,85,11420,78,Executive,0,6
6421,Female,20,11421,39,Healthcare,5,5
6422,Male,73,11422,42,Executive,8,4
6423,Female,53,11423,55,Executive,0,1
6424,Female,7,11424,89,Artist,8,7
6425,Female,50,11425,48,Entertainment,1,3
6426,Female,12,11426,99,Artist,0,6
6427,Male,37,11427,29,Executive,1,5
6428,Male,78,11428,89,Doctor,9,2
6429,Male,29,11429,40,Marketing,10,2
6430,Female,54,11430,58,Lawyer,10,7
6431,Male,89,11431,18,Doctor,10,2
6432,Female,25,11432,98,Artist,6,6
6433,Female,14,11433,46,Artist,7,3
6434,Female,12,11434,24,Healthcare,6,2
6435,Female,18,11435,1,Artist,6,2
6436,Male,74,11436,43,Entertainment,5,5
6437,Male,21,11437,42,Healthcare,5,5
6438,Male,9,11438,88,Artist,9,7
6439,Female,49,11439,57,Artist,5,6
6440,Male,58,11440,99,Artist,5,4
6441,Female,16,11441,5,Healthcare,10,7
6442,Female,55,11442,56,Engineer,7,3
6443,Female,31,11443,10,Lawyer,9,1
6444,Female,59,11444,27,Marketing,6,4
6445,Female,25,11445,3,Artist,8,6
6446,Male,63,11446,90,Artist,6,1
6447,Female,60,11447,27,Healthcare,6,5
6448,Female,41,11448,73,Artist,10,3
6449,Female,84,11449,70,Healthcare,9,7
6450,Male,72,11450,25,Artist,6,1
6451,Female,97,11451,41,Artist,6,4
6452,Female,43,11452,70,Healthcare,5,2
6453,Female,63,11453,8,Artist,5,1
6454,Female,7,11454,42,Artist,9,5
6455,Male,54,11455,45,Healthcare,9,6
6456,Male,27,11456,82,Artist,9,3
6457,Male,28,11457,60,Executive,6,6
6458,Female,84,11458,48,Artist,7,2
6459,Male,71,11459,85,Entertainment,5,4
6460,Female,88,11460,99,Entertainment,4,4
6461,Female,75,11461,24,Artist,8,1
6462,Female,96,11462,65,Engineer,4,5
6463,Female,83,11463,19,Engineer,10,4
6464,Female,86,11464,76,Entertainment,7,4
6465,Male,60,11465,9,Artist,4,3
6466,Female,5,11466,14,Engineer,5,2
6467,Female,65,11467,19,Marketing,7,3
6468,Female,49,11468,45,Artist,8,5
6469,Female,78,11469,19,Marketing,5,6
6470,Male,25,11470,78,Artist,7,5
6471,Female,5,11471,94,Artist,10,3
6472,Female,58,11472,2,Artist,7,7
6473,Female,80,11473,97,Artist,8,4
6474,Female,94,11474,51,Artist,5,5
6475,Male,62,11475,4,Executive,5,6
6476,Male,20,11476,77,Artist,8,4
6477,Male,85,11477,35,Lawyer,10,4
6478,Female,72,11478,45,Engineer,8,7
6479,Male,95,11479,6,Executive,10,6
6480,Female,97,11480,42,Engineer,5,5
6481,Female,25,11481,42,Artist,7,3
6482,Female,17,11482,78,Artist,7,3
6483,Female,19,11483,86,,9,4
6484,Female,59,11484,79,Doctor,4,6
6485,Male,30,11485,73,Entertainment,10,4
6486,Female,63,11486,60,Doctor,9,3
6487,Female,23,11487,23,Artist,4,3
6488,Female,97,11488,17,Marketing,6,3
6489,Female,97,11489,99,Artist,4,7
6490,Male,94,11490,57,Artist,9,3
6491,Female,28,11491,67,Artist,5,5
6492,Male,21,11492,6,Doctor,4,7
6493,Female,25,11493,7,Artist,5,5
6494,Female,48,11494,45,Engineer,5,4
6495,Female,53,11495,23,Artist,9,7
6496,Female,97,11496,76,Artist,7,2
6497,Male,33,11497,52,Healthcare,7,4
6498,Male,5,11498,20,Entertainment,4,5
6499,Male,72,11499,93,Doctor,7,6
6500,Male,40,11500,15,Doctor,10,6
6501,Male,34,11501,34,Doctor,8,4
6502,Female,63,11502,76,Executive,7,5
6503,Female,85,11503,38,Doctor,5,3
6504,Female,86,11504,83,Healthcare,10,3
6505,Female,63,11505,100,Artist,10,1
6506,Female,9,11506,18,,5,1
6507,Female,76,11507,36,Artist,8,7
6508,Male,19,11508,93,Entertainment,6,3
6509,Female,84,11509,90,Engineer,5,6
6510,Male,38,11510,56,Executive,8,2
6511,Female,1,11511,19,Entertainment,9,1
6512,Female,30,11512,48,Artist,9,1
6513,Female,86,11513,25,Artist,6,6
6514,Male,21,11514,21,Healthcare,10,1
6515,Male,15,11515,16,Engineer,8,2
6516,Female,87,11516,53,Healthcare,9,1
6517,Male,40,11517,70,Artist,6,5
6518,Male,2,11518,36,Homemaker,5,7
6519,Female,63,11519,79,Healthcare,9,3
6520,Male,26,11520,42,Artist,5,3
6521,Male,29,11521,53,Entertainment,8,1
6522,Female,7,11522,3,Executive,9,5
6523,Male,28,11523,13,Lawyer,8,2
6524,Female,99,11524,18,Executive,8,2
6525,Male,69,11525,87,Healthcare,10,5
6526,Female,13,11526,59,Entertainment,6,7
6527,Male,73,11527,36,Healthcare,5,1
6528,Female,4,11528,59,Healthcare,10,4
6529,Female,42,11529,56,Artist,7,4
6530,Male,43,11530,9,Doctor,1,1
6531,Female,79,11531,32,Executive,0,5
6532,Male,18,11532,17,Engineer,0,5
6533,Male,39,11533,11,Entertainment,1,7
6534,Female,41,11534,99,Entertainment,0,3
6535,Female,60,11535,48,Artist,1,6
6536,Female,39,11536,99,Engineer,0,4
6537,Female,90,11537,86,Healthcare,1,2
6538,Female,83,11538,24,Artist,1,1
6539,Female,92,11539,87,Engineer,8,5
6540,Female,6,11540,27,Engineer,8,6
6541,Male,50,11541,61,Executive,4,6
6542,Male,90,11542,86,Entertainment,0,1
6543,Female,13,11543,30,Lawyer,1,6
6544,Female,27,11544,37,Artist,0,6
6545,Female,93,11545,80,Artist,4,2
6546,Female,61,11546,75,Healthcare,1,3
6547,Female,91,11547,1,Engineer,7,7
6548,Female,79,11548,55,Entertainment,0,7
6549,Female,80,11549,22,Artist,13,6
6550,Female,16,11550,60,Artist,0,5
6551,Male,4,11551,79,Lawyer,1,7
6552,Female,34,11552,3,Healthcare,1,1
6553,Male,10,11553,47,Doctor,0,2
6554,Female,3,11554,88,Executive,0,3
6555,Male,96,11555,51,Lawyer,0,6
6556,Female,48,11556,22,Entertainment,0,3
6557,Male,25,11557,96,Marketing,1,6
6558,Female,98,11558,39,Entertainment,6,2
6559,Male,84,11559,75,Marketing,1,3
6560,Male,88,11560,47,Marketing,0,6
6561,Male,86,11561,92,Artist,1,3
6562,Female,0,11562,53,Engineer,9,5
6563,Female,56,11563,93,Artist,0,5
6564,Male,6,11564,46,Marketing,1,5
6565,Male,2,11565,40,Healthcare,0,7
6566,Female,73,11566,23,Doctor,1,2
6567,Female,38,11567,32,Homemaker,1,1
6568,Male,37,11568,59,Engineer,9,7
6569,Female,41,11569,54,Artist,7,3
6570,Male,94,11570,13,Artist,1,3
6571,Female,57,11571,29,Homemaker,9,1
6572,Female,96,11572,51,Artist,0,1
6573,Female,59,11573,19,Healthcare,1,7
6574,Male,87,11574,22,Healthcare,1,3
6575,Male,55,11575,34,Healthcare,3,1
6576,Female,16,11576,37,Healthcare,8,5
6577,Male,82,11577,36,Artist,0,5
6578,Female,83,11578,25,Artist,1,1
6579,Female,96,11579,46,Marketing,0,3
6580,Male,55,11580,99,Artist,0,4
6581,Male,6,11581,44,Artist,1,3
6582,Male,33,11582,43,Engineer,1,5
6583,Female,0,11583,7,Marketing,2,6
6584,Female,27,11584,31,Artist,0,5
6585,Male,72,11585,58,Engineer,0,4
6586,Female,13,11586,4,Healthcare,7,6
6587,Female,19,11587,59,Healthcare,3,5
6588,Female,48,11588,41,Engineer,0,1
6589,Female,58,11589,24,Artist,1,1
6590,Female,21,11590,69,Healthcare,0,2
6591,Male,91,11591,5,Entertainment,1,5
6592,Male,44,11592,55,Homemaker,1,7
6593,Female,80,11593,96,Artist,2,4
6594,Female,28,11594,79,Entertainment,0,2
6595,Male,74,11595,89,Entertainment,0,4
6596,Female,79,11596,51,Executive,5,5
6597,Female,42,11597,52,Marketing,0,5
6598,Male,80,11598,24,Entertainment,0,3
6599,Male,8,11599,43,Artist,0,1
6600,Female,24,11600,79,Entertainment,0,7
6601,Female,71,11601,90,Artist,1,6
6602,Male,1,11602,64,Entertainment,0,7
6603,Male,0,11603,62,Healthcare,1,6
6604,Male,30,11604,92,Healthcare,0,3
6605,Female,52,11605,97,Healthcare,5,4
6606,Female,34,11606,15,Homemaker,8,1
6607,Male,64,11607,39,Entertainment,1,7
6608,Male,17,11608,94,Artist,1,7
6609,Male,71,11609,36,Lawyer,0,3
6610,Male,87,11610,30,Executive,9,6
6611,Female,68,11611,28,Artist,0,7
6612,Female,14,11612,49,Entertainment,0,6
6613,Male,24,11613,67,Artist,0,6
6614,Female,10,11614,28,Lawyer,1,4
6615,Female,53,11615,47,Healthcare,4,3
6616,Female,39,11616,60,Artist,0,7
6617,Female,16,11617,17,Entertainment,8,3
6618,Female,64,11618,35,Engineer,1,3
6619,Female,41,11619,21,Artist,0,7
6620,Male,16,11620,34,Healthcare,7,6
6621,Female,94,11621,55,Artist,4,4
6622,Female,40,11622,17,Healthcare,0,2
6623,Male,81,11623,1,Entertainment,1,4
6624,Female,18,11624,63,Healthcare,0,4
6625,Female,78,11625,72,,3,6
6626,Male,8,11626,100,Doctor,0,6
6627,Male,64,11627,46,Healthcare,2,1
6628,Male,45,11628,81,Healthcare,0,5
6629,Male,99,11629,52,Healthcare,1,1
6630,Male,59,11630,77,Doctor,0,2
6631,Male,53,11631,66,Lawyer,5,5
6632,Female,66,11632,54,Engineer,10,2
6633,Female,1,11633,50,Artist,1,2
6634,Male,73,11634,55,,6,4
6635,Female,34,11635,43,Entertainment,9,2
6636,Female,1,11636,17,Healthcare,1,3
6637,Male,73,11637,9,Doctor,1,5
6638,Male,90,11638,18,Healthcare,2,7
6639,Female,32,11639,100,Homemaker,8,6
6640,Female,47,11640,32,Doctor,1,7
6641,Male,15,11641,87,Homemaker,8,3
6642,Female,78,11642,84,Lawyer,3,5
6643,Female,83,11643,99,Healthcare,1,3
6644,Male,2,11644,60,Artist,1,3
6645,Male,75,11645,86,Entertainment,1,2
6646,Male,45,11646,17,Executive,0,7
6647,Female,49,11647,70,Doctor,7,7
6648,Female,41,11648,7,Homemaker,0,7
6649,Male,34,11649,77,Entertainment,0,1
6650,Male,82,11650,83,Healthcare,3,6
6651,Male,37,11651,85,Marketing,9,3
6652,Female,25,11652,95,Entertainment,1,6
6653,Female,52,11653,1,Marketing,9,7
6654,Female,23,11654,42,Entertainment,8,5
6655,Female,96,11655,23,Artist,9,3
6656,Male,5,11656,10,Homemaker,0,5
6657,Female,47,11657,3,Healthcare,4,5
6658,Male,81,11658,55,Artist,0,5
6659,Female,4,11659,34,Artist,1,1
6660,Female,8,11660,74,Healthcare,1,3
6661,Female,35,11661,26,Lawyer,1,3
6662,Male,67,11662,60,Doctor,9,3
6663,Female,9,11663,14,Executive,1,3
6664,Male,82,11664,61,Lawyer,3,7
6665,Female,2,11665,10,Artist,9,5
6666,Male,95,11666,4,Artist,0,4
6667,Female,9,11667,92,Doctor,6,5
6668,Female,99,11668,4,Healthcare,0,2
6669,Male,96,11669,41,Homemaker,8,2
6670,Male,92,11670,69,Lawyer,1,4
6671,Male,24,11671,55,Artist,1,3
6672,Male,58,11672,19,Entertainment,0,5
6673,Male,15,11673,97,Executive,1,1
6674,Female,13,11674,96,Marketing,0,3
6675,Female,51,11675,75,Artist,9,3
6676,Male,9,11676,10,Artist,8,3
6677,Male,0,11677,92,Doctor,1,3
6678,Male,67,11678,55,Healthcare,9,3
6679,Male,58,11679,77,Healthcare,1,5
6680,Female,55,11680,49,Executive,0,1
6681,Female,52,11681,59,Healthcare,0,7
6682,Male,83,11682,59,Entertainment,1,1
6683,Female,83,11683,86,Executive,0,1
6684,Female,90,11684,54,Lawyer,1,7
6685,Male,87,11685,20,Artist,7,3
6686,Female,67,11686,38,Artist,1,6
6687,Male,81,11687,67,Executive,0,7
6688,Female,36,11688,10,Artist,9,3
6689,Female,51,11689,37,Artist,0,5
6690,Female,31,11690,37,Artist,0,1
6691,Female,57,11691,52,Artist,0,1
6692,Male,83,11692,59,Artist,4,2
6693,Female,51,11693,33,Engineer,3,4
6694,Female,15,11694,76,Marketing,1,6
6695,Female,18,11695,94,Doctor,14,1
6696,Female,88,11696,48,Healthcare,1,6
6697,Male,70,11697,10,Artist,8,5
6698,Male,9,11698,91,Artist,1,2
6699,Male,6,11699,31,Lawyer,0,3
6700,Female,8,11700,98,Engineer,0,2
6701,Male,55,11701,31,Executive,6,3
6702,Female,69,11702,10,Entertainment,4,6
6703,Female,18,11703,32,Homemaker,9,5
6704,Female,13,11704,50,Entertainment,1,7
6705,Female,69,11705,75,Entertainment,8,3
6706,Female,69,11706,91,Engineer,9,3
6707,Male,69,11707,73,Healthcare,0,5
6708,Female,89,11708,35,Healthcare,0,5
6709,Female,45,11709,14,Lawyer,0,3
6710,Female,75,11710,72,Entertainment,10,6
6711,Female,54,11711,39,Homemaker,8,7
6712,Male,33,11712,48,Artist,4,1
6713,Male,67,11713,96,Artist,1,5
6714,Male,26,11714,19,Healthcare,0,1
6715,Female,5,11715,97,Entertainment,0,7
6716,Male,65,11716,51,Doctor,1,1
6717,Female,94,11717,62,Artist,0,6
6718,Female,95,11718,15,Entertainment,8,1
6719,Female,48,11719,23,Entertainment,1,2
6720,Female,41,11720,22,Lawyer,0,7
6721,Female,92,11721,16,Executive,9,4
6722,Male,44,11722,58,Engineer,1,7
6723,Female,35,11723,73,Artist,1,1
6724,Female,34,11724,17,Doctor,1,2
6725,Female,52,11725,51,Executive,0,5
6726,Female,64,11726,17,Marketing,10,1
6727,Male,62,11727,58,Artist,1,4
6728,Male,58,11728,75,Artist,1,7
6729,Male,15,11729,47,Artist,1,7
6730,Female,65,11730,49,Homemaker,6,4
6731,Male,20,11731,68,Doctor,0,7
6732,Female,21,11732,36,Executive,1,7
6733,Female,79,11733,34,Artist,2,6
6734,Female,91,11734,4,Artist,0,2
6735,Female,92,11735,76,Engineer,1,4
6736,Male,62,11736,79,Artist,1,4
6737,Male,94,11737,48,Doctor,0,4
6738,Male,10,11738,77,Lawyer,0,4
6739,Female,53,11739,66,Artist,8,4
6740,Male,7,11740,69,Entertainment,9,6
6741,Female,92,11741,76,Entertainment,0,2
6742,Female,12,11742,31,Entertainment,0,5
6743,Female,31,11743,23,Doctor,6,7
6744,Female,93,11744,33,Lawyer,5,1
6745,Female,66,11745,37,Engineer,8,2
6746,Male,49,11746,44,Healthcare,7,7
6747,Female,64,11747,97,Artist,5,7
6748,Female,27,11748,18,Artist,10,4
6749,Female,33,11749,75,Artist,4,1
6750,Male,79,11750,30,Executive,7,2
6751,Female,14,11751,60,Executive,9,7
6752,Female,22,11752,91,Artist,10,7
6753,Female,8,11753,67,Artist,5,7
6754,Female,6,11754,47,Doctor,8,2
6755,Male,81,11755,45,Artist,8,6
6756,Male,69,11756,14,Healthcare,8,7
6757,Male,0,11757,24,Executive,10,3
6758,Female,61,11758,39,Artist,8,4
6759,Male,62,11759,52,Artist,5,3
6760,Female,95,11760,78,Healthcare,10,2
6761,Female,32,11761,54,Lawyer,6,2
6762,Female,13,11762,16,Artist,7,2
6763,Female,1,11763,36,Executive,9,7
6764,Female,63,11764,40,Doctor,9,4
6765,Male,75,11765,67,Artist,10,5
6766,Female,43,11766,89,Engineer,7,6
6767,Female,29,11767,21,Artist,6,2
6768,Female,82,11768,55,Artist,9,7
6769,Female,87,11769,96,Entertainment,4,2
6770,Male,66,11770,39,Artist,7,4
6771,Female,99,11771,46,Artist,10,7
6772,Female,54,11772,50,Lawyer,6,3
6773,Female,49,11773,74,Artist,9,7
6774,Female,60,11774,66,Entertainment,9,2
6775,Male,75,11775,82,Executive,4,1
6776,Male,77,11776,4,Doctor,10,4
6777,Male,34,11777,61,Artist,10,3
6778,Female,63,11778,11,Lawyer,6,6
6779,Male,38,11779,38,Artist,7,2
6780,Female,68,11780,94,Engineer,10,2
6781,Female,80,11781,93,Marketing,10,2
6782,Female,8,11782,31,Homemaker,7,2
6783,Female,86,11783,68,Engineer,7,5
6784,Female,1,11784,85,Lawyer,10,4
6785,Male,56,11785,42,Healthcare,7,7
6786,Female,14,11786,63,Marketing,6,6
6787,Female,4,11787,44,Artist,4,5
6788,Female,58,11788,46,,7,5
6789,Female,6,11789,2,Artist,5,2
6790,Male,17,11790,48,Engineer,7,1
6791,Female,55,11791,62,Artist,10,1
6792,Male,14,11792,28,Lawyer,7,2
6793,Female,22,11793,14,Homemaker,10,2
6794,Female,8,11794,65,Healthcare,4,5
6795,Female,70,11795,96,Artist,4,1
6796,Female,67,11796,81,Artist,7,5
6797,Male,50,11797,71,Executive,5,3
6798,Male,72,11798,37,Engineer,9,2
6799,Male,76,11799,53,Engineer,6,1
6800,Male,80,11800,51,Artist,4,5
6801,Male,20,11801,60,Lawyer,8,4
6802,Female,89,11802,53,Artist,10,1
6803,Female,18,11803,18,Artist,8,2
6804,Female,75,11804,12,Engineer,7,6
6805,Female,5,11805,55,Marketing,6,3
6806,Female,79,11806,41,Artist,10,4
6807,Female,31,11807,40,Healthcare,8,1
6808,Male,92,11808,65,Artist,6,5
6809,Female,15,11809,27,Homemaker,6,2
6810,Male,94,11810,84,Marketing,10,7
6811,Female,35,11811,22,Executive,6,3
6812,Female,68,11812,43,Entertainment,8,1
6813,Female,29,11813,73,Lawyer,5,5
6814,Male,87,11814,61,Healthcare,9,1
6815,Male,33,11815,44,Executive,9,2
6816,Female,29,11816,7,Executive,9,7
6817,Male,43,11817,49,Healthcare,5,1
6818,Male,43,11818,90,Artist,10,5
6819,Female,66,11819,98,Artist,10,5
6820,Male,23,11820,70,Executive,5,7
6821,Male,87,11821,28,Artist,4,2
6822,Female,81,11822,54,Executive,8,3
6823,Male,42,11823,4,Lawyer,4,5
6824,Female,32,11824,83,Healthcare,4,6
6825,Male,7,11825,18,Artist,6,6
6826,Female,91,11826,66,Artist,7,2
6827,Male,95,11827,9,Doctor,7,3
6828,Female,10,11828,21,Artist,6,6
6829,Female,20,11829,88,Artist,6,2
6830,Male,5,11830,61,Lawyer,8,1
6831,Female,84,11831,27,Artist,4,2
6832,Male,54,11832,34,Healthcare,10,4
6833,Male,12,11833,63,Healthcare,8,1
6834,Female,90,11834,99,Artist,10,4
6835,Female,19,11835,38,Lawyer,1,1
6836,Female,91,11836,96,Marketing,0,7
6837,Female,90,11837,35,Entertainment,1,7
6838,Female,60,11838,36,Doctor,0,2
6839,Female,68,11839,49,Homemaker,9,1
6840,Female,43,11840,47,Artist,11,2
6841,Male,52,11841,77,Healthcare,4,4
6842,Male,81,11842,91,Entertainment,0,1
6843,Female,54,11843,22,Entertainment,7,3
6844,Female,43,11844,37,Artist,5,4
6845,Female,20,11845,41,Lawyer,9,1
6846,Female,71,11846,46,Artist,1,3
6847,Female,26,11847,72,Entertainment,9,5
6848,Female,75,11848,65,Doctor,7,5
6849,Female,52,11849,55,Artist,1,1
6850,Female,40,11850,14,Doctor,0,5
6851,Male,5,11851,60,Entertainment,9,6
6852,Female,46,11852,38,Healthcare,3,5
6853,Male,98,11853,30,Artist,0,7
6854,Female,84,11854,96,Healthcare,1,2
6855,Male,35,11855,68,Healthcare,9,1
6856,Female,78,11856,54,Artist,1,4
6857,Male,64,11857,53,Artist,1,7
6858,Female,98,11858,79,Engineer,0,2
6859,Male,66,11859,24,Healthcare,0,5
6860,Male,32,11860,28,Healthcare,6,4
6861,Male,22,11861,44,Executive,3,7
6862,Female,17,11862,35,Entertainment,1,7
6863,Female,22,11863,81,Engineer,1,1
6864,Male,9,11864,18,Artist,0,2
6865,Male,24,11865,4,Artist,0,2
6866,Female,8,11866,75,Artist,9,3
6867,Female,52,11867,15,Artist,1,6
6868,Male,62,11868,54,Healthcare,1,1
6869,Female,37,11869,45,Entertainment,0,4
6870,Male,68,11870,47,Homemaker,9,2
6871,Female,63,11871,80,Entertainment,1,2
6872,Female,15,11872,67,Executive,0,6
6873,Female,44,11873,89,Artist,12,6
6874,Male,18,11874,16,Entertainment,0,6
6875,Male,30,11875,1,Executive,0,4
6876,Female,69,11876,80,Doctor,1,4
6877,Male,16,11877,83,Engineer,2,2
6878,Female,71,11878,74,Artist,1,4
6879,Female,24,11879,24,Entertainment,6,2
6880,Male,57,11880,94,Healthcare,0,2
6881,Male,97,11881,77,Healthcare,0,6
6882,Male,68,11882,48,Artist,0,3
6883,Female,11,11883,37,Healthcare,0,2
6884,Female,63,11884,81,,1,4
6885,Male,68,11885,61,Artist,8,3
6886,Female,69,11886,77,Engineer,4,4
6887,Female,77,11887,66,Healthcare,0,1
6888,Female,73,11888,50,Entertainment,1,5
6889,Female,19,11889,96,Executive,1,2
6890,Female,1,11890,67,Artist,0,5
6891,Male,71,11891,27,Artist,4,1
6892,Male,6,11892,79,Healthcare,8,6
6893,Female,68,11893,17,Healthcare,0,3
6894,Female,39,11894,91,Artist,0,5
6895,Male,75,11895,55,Entertainment,8,2
6896,Female,65,11896,36,Lawyer,1,5
6897,Female,30,11897,9,Entertainment,6,5
6898,Male,46,11898,95,Marketing,8,2
6899,Male,40,11899,29,Executive,7,7
6900,Female,40,11900,70,Artist,0,6
6901,Female,20,11901,16,Healthcare,5,7
6902,Male,88,11902,59,Marketing,8,4
6903,Male,85,11903,87,Healthcare,4,3
6904,Male,94,11904,54,Engineer,9,6
